1,6,6,358,0
2,2,2,393,0
3,11,11,422,0
4,7,7,384,0
5,1,1,417,0
6,10,10,420,0
7,12,12,407,0
8,13,13,397,0
9,8,8,347,0
10,9,9,393,0
11,4,4,340,0
12,3,3,413,0
13,5,5,362,0
14,9,9,397,0
15,10,10,367,0
16,13,13,414,0
17,7,7,385,0
18,5,5,363,0
19,8,8,359,0
20,4,4,358,0
21,11,3,450,1
22,3,11,466,1
23,2,2,421,0
24,6,6,384,0
25,12,12,412,0
26,1,1,407,0
27,4,4,383,0
28,7,7,425,0
29,12,12,417,0
30,13,13,381,0
31,6,6,352,0
32,5,5,355,0
33,1,4,402,1
34,2,2,413,0
35,10,10,483,3
36,9,9,392,0
37,11,11,409,0
38,8,8,384,0
39,3,3,402,0
40,3,3,414,0
41,5,5,397,0
42,4,4,318,0
43,1,1,402,0
44,8,8,366,0
45,11,11,415,0